serving-sys.com	Motion		tribunnews.com, grid.id, yenisafak.com	815	0.0485	3,2
marthastewart.com	Orientation, Proximity, Motion, Light		marthastewart.com	1	0.0001	3
heathersidetrading.com	Orientation		heathersidetrading.com	1	0.0	2
moo.com	Orientation		moo.com	1	0.0001	2
etihadguest.com	Orientation, Motion	Canvas	etihadguest.com	1	0.0	3
ih5.cn	Orientation		ih5.cn	1	0.0002	2
exmo.me	Orientation		exmo.me	1	0.0001	7
footaction.com	Orientation, Motion	Canvas	footaction.com	1	0.0	3
adidas.fr	Orientation, Motion	Canvas	adidas.fr	1	0.0	3
saiglobal.com	Orientation, Motion	Canvas	saiglobal.com	1	0.0	3
camex.az	Orientation		camex.az	1	0.0	7
infomedia.com.au	Orientation		superservice.com	1	0.0	7
furorporno.com	Orientation		nachovidal.com	1	0.0	6
target.com.au	Orientation, Motion	Canvas	target.com.au	1	0.0001	3
kroger.com	Orientation, Motion	Canvas	kroger.com	1	0.0002	3
homedepot.ca	Orientation, Motion	Canvas	homedepot.ca	1	0.0002	3
kubnews.ru	Orientation, Motion		kubnews.ru	1	0.0	7
jsdelivr.net	Proximity		kanmsu.com	1	0.0	5
epson.de	Proximity		epson.de	1	0.0	5
skyhives.com	Proximity		skyhives.com	1	0.0	5
axa.com	Proximity, Orientation, Light, Motion		axa.com	1	0.0	2
hampshire.edu	Proximity		hampshire.edu	1	0.0	5
sumo.com	Proximity		sumo.com	1	0.0	5
epson.fr	Proximity		epson.fr	1	0.0	5
daytondailynews.com	Proximity, Orientation, Light, Motion		daytondailynews.com	1	0.0	3
taxpolicycenter.org	Proximity		taxpolicycenter.org	1	0.0	5
epson.co.uk	Proximity		epson.co.uk	1	0.0	5
efirstbank.com	Proximity, Orientation, Light, Motion		efirstbank.com	1	0.0001	2
d4c0ui3wizi5e.cloudfront.net	Proximity		nachi.org	1	0.0	2
userede.com.br	Proximity		userede.com.br	1	0.0	5
locaweb.com.br	Proximity		locaweb.com.br	1	0.0001	3,5
epson.it	Proximity		epson.it	1	0.0	5
adage.com	Proximity, Light		adage.com	1	0.0001	3
acura.com	Proximity		acura.com	1	0.0	5
annals.org	Proximity, Light		annals.org	1	0.0	3
rackcdn.com	Proximity		arise.com	1	0.0	5
mantruckandbus.com	Proximity		man.eu	1	0.0	5
hyperxgaming.com	Proximity		hyperxgaming.com	1	0.0	2
workflowmax.com	Orientation, Motion	Canvas	workflowmax.com	1	0.0	3
virginmoneygiving.com	Orientation, Light, Motion		virginmoneygiving.com	1	0.0	2
be-in.ru	Proximity		be-in.ru	1	0.0	5
soccerbible.com	Proximity		soccerbible.com	1	0.0	5
charbroil.com	Proximity		charbroil.com	1	0.0	5
proofpositivemedia.com	Proximity, Orientation, Light, Motion	AudioContext, Battery	collegexpress.com	1	0.0	3
pelismart.com	Proximity		pelismart.com	1	0.0	5
roosevelt.edu	Proximity		roosevelt.edu	1	0.0	5
payback.de	Proximity		payback.de	1	0.0002	5
d2krftu0n4417x.cloudfront.net	Proximity		photovisi.com	1	0.0	5
newsela.com	Proximity		newsela.com	1	0.0002	3,5
s3-sa-east-1.amazonaws.com	Proximity		polishop.com.br	1	0.0	2
epson.es	Proximity		epson.es	1	0.0	5
pathoma.com	Proximity		pathoma.com	1	0.0001	2
anl.gov	Proximity		anl.gov	1	0.0	2
santander.com.mx	Proximity, Motion, Light, Orientation	Canvas	santander-serfin.com	1	0.0	2
makeameme.org	Proximity		makeameme.org	1	0.0	5
mdedge.com	Proximity, Light, Orientation, Motion		mdedge.com	1	0.0	3
volkswagen.co.uk	Proximity		volkswagen.co.uk	1	0.0	5
overstock.com	Orientation, Motion	Canvas	overstock.com	1	0.0004	3
saks.com	Orientation, Motion	Canvas	saksfifthavenue.com	1	0.0001	3
xm-indonesia.com	Orientation, Motion	Canvas	xm-indonesia.com	1	0.0001	3
staples.com	Orientation, Motion	Canvas	staples.com	1	0.0004	3
rsvp.com.au	Orientation		rsvp.com.au	1	0.0	2
openprocessing.org	Orientation, Motion		openprocessing.org	1	0.0	2
buffalowildwings.com	Orientation		buffalowildwings.com	1	0.0001	2
xzw.com	Orientation		xzw.com	1	0.0	7
elnuevoherald.com	Orientation		elnuevoherald.com	1	0.0001	1
momento360.com	Orientation		iith.ac.in	1	0.0	1,2
billabong.com	Orientation, Motion	Canvas	billabong.com	1	0.0	3
worldmarktheclub.com	Orientation, Motion		worldmarktheclub.com	1	0.0	2
cinematrix.net	Orientation		cinematrix.net	1	0.0	7
pcoptimum.ca	Orientation	Canvas, Canvas font, AudioContext, WebRTC	pcoptimum.ca	1	0.0001	4
starwoodhotels.com	Orientation		starwoodhotels.com	1	0.0003	2
docin.com	Orientation		docin.com	1	0.0006	1
marcus.com	Orientation, Motion	Canvas	marcus.com	1	0.0	3
leancloud.cn	Orientation		leancloud.cn	1	0.0001	7
lordandtaylor.com	Orientation, Motion	Canvas	lordandtaylor.com	1	0.0001	3
audi.co.uk	Orientation, Motion		audi.co.uk	1	0.0	2
drsfostersmith.com	Orientation, Motion	Canvas	drsfostersmith.com	1	0.0	3
zalora.co.id	Orientation, Motion	Canvas	zalora.co.id	1	0.0	3
soccer.com	Orientation, Motion	Canvas	soccer.com	1	0.0	3
simmons.edu	Orientation		simmons.edu	1	0.0	1
anthem.com	Orientation, Motion	Canvas	anthem.com	1	0.0001	3
easyjet.com	Orientation, Motion	Canvas	easyjet.com	1	0.0004	3
autoscout24.be	Orientation		autoscout24.be	1	0.0001	1
quepasasalta.com.ar	Orientation		quepasasalta.com.ar	1	0.0	2
hautelook.com	Orientation, Motion	Canvas	hautelook.com	1	0.0001	3
cbk-online.com	Orientation, Light, Motion	Canvas, WebRTC	cbk-online.com	1	0.0	4
allrecipes.com	Orientation, Light, Motion, Proximity		allrecipes.com	1	0.0008	3
lq.com	Orientation, Motion	Canvas	lq.com	1	0.0	3
wnkhs.net	Orientation		wnkhs.net	1	0.0	1
adidas.com.au	Orientation, Motion	Canvas	adidas.com.au	1	0.0	3
oktawave.com	Orientation		conowego.pl	1	0.0	2
jaybirdsport.com	Orientation		jaybirdsport.com	1	0.0	2
charlotteobserver.com	Orientation		charlotteobserver.com	1	0.0001	1
groupon.de	Orientation, Motion	Canvas	groupon.de	1	0.0001	3
key.com	Orientation, Motion	Canvas	key.com	1	0.0001	3
yoox.com	Orientation, Motion	Canvas	yoox.com	1	0.0003	3
stubhub.com	Orientation, Motion	Canvas	stubhub.com	1	0.0005	3
warriorplus.com	Orientation		warriorplus.com	1	0.0001	7
autoscout24.ro	Orientation		autoscout24.ro	1	0.0	1
evowars.io	Orientation, Motion		evowars.io	1	0.0	2
arrow.com	Orientation, Motion	Canvas	arrow.com	1	0.0	3
autoscout24.ru	Orientation		autoscout24.ru	1	0.0	1
adidas.com	Orientation, Motion	Canvas	adidas.com	1	0.0004	3
dod.mil	Orientation, Light, Motion	Canvas, WebRTC	dod.mil	1	0.0	4
wrangler.com	Orientation, Motion	Canvas	wrangler.com	1	0.0	3
icubeswire.com	Orientation		icubeswire.com	1	0.0001	7
hollandamerica.com	Orientation, Motion	Canvas	hollandamerica.com	1	0.0	3
adidas.co.uk	Orientation, Motion	Canvas	adidas.co.uk	1	0.0001	3
timberland.co.uk	Orientation, Motion	Canvas	timberland.co.uk	1	0.0	3
humana.com	Orientation, Motion	Canvas	humana.com	1	0.0	3
adidas.es	Orientation, Motion	Canvas	adidas.es	1	0.0	3
doradcasmaku.pl	Orientation		doradcasmaku.pl	1	0.0	2
kentucky.com	Orientation		kentucky.com	1	0.0	1
usaa.com	Orientation, Motion	Canvas	usaa.com	1	0.0009	3
adidas.pl	Orientation, Motion	Canvas	adidas.pl	1	0.0	3
hollisterco.com	Orientation, Motion	Canvas	hollisterco.com	1	0.0001	3
aa.com	Orientation	Canvas, Canvas font	americanairlines.com	1	0.0	4
vivastreet.co.uk	Orientation, Light, Motion		vivastreet.co.uk	1	0.0001	2
patagonia.com	Orientation, Motion	Canvas	patagonia.com	1	0.0001	3
autoscout24.com	Orientation		autoscout24.com	1	0.0	1
ukranews.com	Orientation		ukranews.com	1	0.0	2
footlocker.ca	Orientation, Motion	Canvas	footlocker.ca	1	0.0	3
bitlead.pro	Orientation		bitlead.pro	1	0.0	7
ntv.com.tr	Orientation		ntv.com.tr	1	0.0003	2
thenorthface.com	Orientation, Motion	Canvas	thenorthface.com	1	0.0001	3
locari.jp	Orientation		locari.jp	1	0.0	2
hu.nl	Orientation		hu.nl	1	0.0	2
jianduankm.com	Orientation		wsm.cn	1	0.0	1
finnair.com	Orientation, Motion	Canvas	finnair.com	1	0.0001	3
zhizhub.com	Orientation		zhizhub.com	1	0.0	2
salon.com	Orientation, Motion		salon.com	1	0.0001	3
wizzair.com	Orientation, Motion	Canvas	wizzair.com	1	0.0002	3
jhancockpensions.com	Orientation, Motion	Canvas	jhancockpensions.com	1	0.0	3,2
nutrisystem.com	Orientation, Motion	Canvas	nutrisystem.com	1	0.0	3
quantopian.com	Orientation		quantopian.com	1	0.0	7
udnfunlife.com	Orientation, Motion		udnfunlife.com	1	0.0	7
credicard.com.br	Orientation, Motion		credicard.com.br	1	0.0	2
idahostatesman.com	Orientation		idahostatesman.com	1	0.0	1
realtimeboard.com	Orientation		realtimeboard.com	1	0.0	2
footlocker.com	Orientation, Motion	Canvas	footlocker.com	1	0.0002	3
ultimateears.com	Orientation		ultimateears.com	1	0.0	2
newsobserver.com	Orientation		newsobserver.com	1	0.0001	1
capitalone.com	Orientation, Motion	Canvas	capitalone.com	1	0.0023	3
uhcsr.com	Orientation		uhcsr.com	1	0.0	2
ticketmaster.com	Orientation, Motion	Canvas	ticketmaster.com	1	0.0015	3
cabelasclubvisa.com	Orientation, Motion	Canvas	cabelasclubvisa.com	1	0.0	3
cqzeno.com	Orientation		cqzeno.com	1	0.0	7
coinnest.co.kr	Orientation		coinnest.co.kr	1	0.0	7
bb.org.bd	Orientation, Light, Motion	Canvas, WebRTC	bb.org.bd	1	0.0	4
tenping.kr	Orientation		mintelly.blogspot.kr	1	0.0	6
solutioninn.com	Orientation		solutioninn.com	1	0.0	2
tui.nl	Orientation, Light, Motion	Canvas, WebRTC	tui.nl	1	0.0	4
nordstromcard.com	Orientation, Motion	Canvas	nordstromcard.com	1	0.0	3
autoscout24.nl	Orientation		autoscout24.nl	1	0.0	1
xm.com	Orientation, Motion	Canvas	xm.com	1	0.0004	3
davidsbridal.com	Orientation, Motion	Canvas	davidsbridal.com	1	0.0	3
advocare.com	Orientation, Motion	Canvas	advocare.com	1	0.0	3,2
panerabread.com	Orientation, Motion	Canvas	panerabread.com	1	0.0002	3
chiefarchitect.com	Motion		chiefarchitect.com	1	0.0	2
eas.pt	Motion		eas.pt	1	0.0	2
kayak.com.mx	Motion	Canvas, AudioContext	kayak.com.mx	1	0.0	4
gotogate.com	Motion		gotogate.com	1	0.0	8
momondo.es	Motion	Canvas, AudioContext	momondo.es	1	0.0	4
touchofmodern.com	Motion		touchofmodern.com	1	0.0001	3
kayak.it	Motion	Canvas, AudioContext	kayak.it	1	0.0	4
fiverr.com	Motion	Canvas, AudioContext	fiverr.com	1	0.0018	4
seamless.com	Motion		seamless.com	1	0.0002	3
ipsy.com	Motion		ipsy.com	1	0.0001	3
kayak.es	Motion	Canvas, AudioContext	kayak.es	1	0.0	4
cheapflights.ca	Motion	Canvas, AudioContext	cheapflights.ca	1	0.0	4
moh.gov.sa	Motion	Canvas, WebRTC	moh.gov.sa	1	0.0001	4
lightingdirect.com	Motion		lightingdirect.com	1	0.0	4
kayak.co.in	Motion	Canvas, AudioContext	kayak.co.in	1	0.0	4
ezcater.com	Motion		ezcater.com	1	0.0	2
seekingalpha.com	Motion		seekingalpha.com	1	0.0006	4
capital.fr	Motion		capital.fr	1	0.0001	2
engineerjobs.com	Motion		engineerjobs.com	1	0.0	2
icao.int	Motion	Canvas, WebRTC	icao.int	1	0.0	4
momondo.it	Motion	Canvas, AudioContext	momondo.it	1	0.0	4
gotogate.fr	Motion		gotogate.fr	1	0.0	8
360cities.net	Motion		360cities.net	1	0.0	2
mojebanka.cz	Motion		mojebanka.cz	1	0.0001	2
kayak.de	Motion	Canvas, AudioContext	kayak.de	1	0.0	4
99designs.com.br	Motion		99designs.com.br	1	0.0	3
greencarreports.com	Motion		greencarreports.com	1	0.0	3
anb.com.sa	Motion	Canvas, WebRTC	anb.com.sa	1	0.0	4
hotpads.com	Motion		hotpads.com	1	0.0002	3
thriftbooks.com	Motion	Canvas, AudioContext	thriftbooks.com	1	0.0001	4
momondo.ro	Motion	Canvas, AudioContext	momondo.ro	1	0.0	4
tjmylike.com	Motion		tjmylike.com	1	0.0	1
momondo.ru	Motion	Canvas, AudioContext	momondo.ru	1	0.0001	4
azcentral.com	Motion		azcentral.com	1	0.0001	3
zazzle.co.uk	Motion	Canvas, AudioContext	zazzle.co.uk	1	0.0	4
99designs.com	Motion		99designs.com	1	0.0002	3
ba.com	Motion	Canvas, WebRTC	ba.com	1	0.0001	4
news.gr	Motion		news.gr	1	0.0	3
upwork.com	Motion		upwork.com	1	0.0015	3
unitedhealthcareonline.com	Motion	Canvas, WebRTC	unitedhealthcareonline.com	1	0.0	4
renttherunway.com	Motion		renttherunway.com	1	0.0001	3
washingtonmonthly.com	Motion		washingtonmonthly.com	1	0.0	2
zalora.com.hk	Motion, Orientation	Canvas	zalora.com.hk	1	0.0	3
momondo.fr	Motion	Canvas, AudioContext	momondo.fr	1	0.0	4
adidas.ca	Motion, Orientation	Canvas	adidas.ca	1	0.0	3
groupon.co.uk	Motion, Orientation	Canvas	groupon.co.uk	1	0.0001	3
momondo.fi	Motion	Canvas, AudioContext	momondo.fi	1	0.0	4
golem.network	Motion, Orientation		golem.network	1	0.0	2
zazzle.com	Motion	Canvas, AudioContext	zazzle.com	1	0.0002	4
placeforshow.com	Motion, Orientation		qip.ru	1	0.0001	2
shopspring.com	Motion	Canvas	shopspring.com	1	0.0	2,4
groupon.pl	Motion, Orientation	Canvas	groupon.pl	1	0.0	3
creditonebank.com	Motion	Canvas, WebRTC	creditonebank.com	1	0.0002	4
alquds.com	Motion		alquds.com	1	0.0	2
checkfelix.com	Motion	Canvas, AudioContext	checkfelix.com	1	0.0	4
bedbathandbeyond.ca	Motion, Orientation	Canvas	bedbathandbeyond.ca	1	0.0	3
idealista.com	Motion		idealista.com	1	0.0004	4
lulus.com	Motion		lulus.com	1	0.0002	4
octopart.com	Motion	Canvas, AudioContext	octopart.com	1	0.0001	4
danbolig.dk	Motion		danbolig.dk	1	0.0	2
compactappliance.com	Motion		compactappliance.com	1	0.0	4
stan.com.au	Motion		stan.com.au	1	0.0001	2
justgetflux.com	Light		justgetflux.com	1	0.0001	2
pstatic.gr	Light		bestprice.gr	1	0.0001	2
ncsecu.org	Light, Motion, Orientation	Canvas, WebRTC	ncsecu.org	1	0.0001	4
gigatron.rs	Light		gigatron.rs	1	0.0	2
kayak.co.jp	Motion	Canvas, AudioContext	kayak.co.jp	1	0.0	4
beefree.io	Motion, Orientation		beefree.io	1	0.0	2
banggo.com	Motion		banggo.com	1	0.0001	2
aljarida.com	Motion		aljarida.com	1	0.0	2
kayak.co.uk	Motion	Canvas, AudioContext	kayak.co.uk	1	0.0	4
momondo.se	Motion	Canvas, AudioContext	momondo.se	1	0.0	4
rltracker.pro	Motion		rltracker.pro	1	0.0	3
voici.fr	Motion		voici-news.fr	1	0.0	3
momondo.co.uk	Motion	Canvas, AudioContext	momondo.co.uk	1	0.0	4
bit.ua	Motion		bit.ua	1	0.0	2
momondo.no	Motion	Canvas, AudioContext	momondo.no	1	0.0	4
landof10.com	Motion		landof10.com	1	0.0	3
travelstart.de	Motion		travelstart.de	1	0.0	8
avvo.com	Motion		avvo.com	1	0.0001	4
essential.com	Motion		essential.com	1	0.0	2
tipico.de	Motion, Orientation	Canvas	tipico.de	1	0.0001	3
groupon.be	Motion, Orientation	Canvas	groupon.be	1	0.0	3
groupon.ie	Motion, Orientation	Canvas	groupon.ie	1	0.0	3
hotelscombined.com	Motion	Canvas, AudioContext	hotelscombined.com	1	0.0001	4
marriott.co.jp	Motion, Orientation	Canvas, Canvas font, WebRTC	marriott.co.jp	1	0.0	3,4
groupon.it	Motion, Orientation	Canvas	groupon.it	1	0.0001	3
nordstromrack.com	Motion, Orientation	Canvas	nordstromrack.com	1	0.0003	3
grubhub.com	Motion		grubhub.com	1	0.0004	3
simplyhired.com	Motion		simplyhired.com	1	0.0001	3
fidelity.com	Motion, Orientation	Canvas	fidelity.com	1	0.0016	3
kayak.com	Motion	Canvas, AudioContext	kayak.com	1	0.001	4
broadwayworld.com	Motion		broadwayworld.com	1	0.0001	2
cheapflights.com	Motion	Canvas, AudioContext	cheapflights.com	1	0.0001	4
champssports.com	Motion, Orientation	Canvas	champssports.com	1	0.0	3
phila.gov	Motion	Canvas, WebRTC	phila.gov	1	0.0	4
gala.fr	Motion		gala-news.fr	1	0.0	3
swoodoo.com	Motion	Canvas, AudioContext	swoodoo.com	1	0.0001	4
idealista.it	Motion		idealista.it	1	0.0001	4
myuhc.com	Motion	Canvas, WebRTC	myuhc.com	1	0.0001	4
faucetdirect.com	Motion		faucetdirect.com	1	0.0	4
hotelscombined.co.kr	Motion	Canvas, AudioContext	hotelscombined.co.kr	1	0.0	4
leisurepro.com	Motion		leisurepro.com	1	0.0	4
ns8ds.com	Motion		zippo.com	1	0.0	2
workopolis.com	Motion		workopolis.com	1	0.0001	3
cheapflights.co.za	Motion	Canvas, AudioContext	cheapflights.co.za	1	0.0	4
drupal.org	Motion	Canvas, AudioContext	drupal.org	1	0.0002	4
kayak.co.kr	Motion	Canvas, AudioContext	kayak.co.kr	1	0.0	4
ruelala.com	Motion		ruelala.com	1	0.0	3
adorama.com	Motion		adorama.com	1	0.0001	4
poppriceguide.com	Motion		poppriceguide.com	1	0.0	2
dk9z4pchmqfep.cloudfront.net	Motion		wimdu.de	1	0.0	2
momondo.de	Motion	Canvas, AudioContext	momondo.de	1	0.0001	4
kayak.fr	Motion	Canvas, AudioContext	kayak.fr	1	0.0	4
eluniversal.com.co	Motion		eluniversal.com.co	1	0.0	3
tstc.edu	Motion		tstc.edu	1	0.0	2
dropmefiles.com	Orientation		dropmefiles.com	1	0.0001	1
local.ch	Orientation		local.ch	1	0.0	2
jgchq.com	Orientation		btbit.xyz	1	0.0001	2
directv.com	Orientation		directv.com	1	0.0003	2
informa.com	Orientation		informa.com	1	0.0	1
hulaporn.com	Orientation		porn300.com	1	0.0005	6
thestate.com	Orientation		thestate.com	1	0.0001	1
shoppersdrugmart.ca	Orientation	Canvas, Canvas font, AudioContext, WebRTC	shoppersdrugmart.ca	1	0.0	4
pcprcl.com	Orientation, Motion		pcprcl.com	1	0.0	2
fresnobee.com	Orientation		fresnobee.com	1	0.0	1
centredaily.com	Orientation		centredaily.com	1	0.0	1
wtop.com	Orientation		wtop.com	1	0.0001	2
klei.com	Orientation		kleientertainment.com	1	0.0	2
hotelscombined.com.tw	Motion	Canvas, AudioContext	hotelscombined.com.tw	1	0.0	4
wolt.com	Motion	Canvas	wolt.com	1	0.0	2
autoscout24.it	Orientation		autoscout24.it	1	0.0002	1
st8fm.com	Orientation	Canvas, Canvas font	statefarm.com	1	0.0002	4
autoscout24.fr	Orientation		autoscout24.fr	1	0.0	1
thenewstribune.com	Orientation		thenewstribune.com	1	0.0	1
101.com	Orientation		101.com	1	0.0	2
cbssports.com	Orientation		cbssports.com	1	0.0009	3
elle.com.hk	Orientation		elle.com.hk	1	0.0	2
gfycat.com	Orientation		gfycat.com	1	0.0035	2
ambientplatform.vn	Motion		thegioidienanh.vn	1	0.0	1
mundi.com.br	Motion	Canvas, AudioContext	mundi.com.br	1	0.0	4
momondo.dk	Motion	Canvas, AudioContext	momondo.dk	1	0.0	4
99designs.co.uk	Motion		99designs.co.uk	1	0.0	3
kayak.com.au	Motion	Canvas, AudioContext	kayak.com.au	1	0.0	4
build.com	Motion		build.com	1	0.0	4
tax.gov.ma	Motion	Canvas, WebRTC	tax.gov.ma	1	0.0	4
npr.org	Motion		npr.org	1	0.0014	3,2
spillad.com	Motion		lifeofpix.com	1	0.0	2
mtb.com	Motion	Canvas, WebRTC	mtb.com	1	0.0001	4
saatchiart.com	Motion		saatchiart.com	1	0.0	2
priceline.com	Motion		priceline.com	1	0.0006	4
alkhaleejonline.net	Motion		alkhaleejonline.net	1	0.0	2
filmow.com	Motion		filmow.com	1	0.0001	3
06movie.com	Motion		06movie.com	1	0.0	2
wowjobs.ca	Motion		wowjobs.ca	1	0.0	3
simplyhired.co.in	Motion		simplyhired.co.in	1	0.0	3
therealreal.com	Motion		therealreal.com	1	0.0001	3
idealista.pt	Motion		idealista.pt	1	0.0	4
sunnysports.com	Motion		sunnysports.com	1	0.0	4
alaskaair.com	Motion	Canvas, AudioContext	alaskaair.com	1	0.0003	4
northjersey.com	Motion		northjersey.com	1	0.0	3
amnesty.org	Motion		amnesty.org	1	0.0	2
cheapflights.co.uk	Motion	Canvas, AudioContext	cheapflights.co.uk	1	0.0	4
goconqr.com	Motion		goconqr.com	1	0.0001	3,2
supersavertravel.se	Motion		supersavertravel.se	1	0.0	8
momondo.pt	Motion	Canvas, AudioContext	momondo.pt	1	0.0	4
matchesfashion.com	Motion		matchesfashion.com	1	0.0001	3
smutty.com	Motion		smutty.com	1	0.0001	1
desktx.com	Motion		desktx.com	1	0.0	2
momondo.com	Motion	Canvas, AudioContext	momondo.com	1	0.0001	4
tfi.uz	Motion		tfi.uz	1	0.0	2
cnn.io	Motion		cnn.com	1	0.01	2
realself.com	Motion	Canvas, AudioContext	realself.com	1	0.0001	3,4
harveynichols.com	Motion	Canvas, AudioContext	harveynichols.com	1	0.0001	4
kayak.com.br	Motion	Canvas, AudioContext	kayak.com.br	1	0.0	4
